RegionName,StateName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Menomonie, WI",WI,,,,,,,,,,140318.4782,134807.6733,132141.7794,128264.8911,131999.1181,135882.4165,144285.0637,154621.3908,162265.0182,173932.1717,187528.7063,196914.3516,221546.1657,248813.1033,269264.0931,277946.4713
"Shawano, WI",WI,,,,,,,,,,,121477.6142,117945.6216,114510.7175,115051.675,117049.7228,115517.2203,121535.9232,125812.0068,132581.163,141643.8974,153461.1213,171004.6347,194197.2759,201949.1365,220427.0675
"Vicksburg, MS",MS,,,,,,,,,,,,,100072.9349,97184.09161,96769.26385,113726.1637,129665.7047,128371.7117,128695.5022,124947.6148,125997.9425,136675.9359,153362.3891,143928.5717,144651.4962
"Bedford, IN",IN,,,,,,,,,,,,86080.3038,85438.28857,87899.76657,90404.5198,95421.82995,97065.35119,97140.57789,106553.4793,116100.477,129017.866,146177.8477,167922.3479,176588.3468,185874.6121
"Washington, NC",NC,87734.31973,91551.62402,95367.76602,100736.3429,104715.2092,,122508.941,132149.6216,136961.6509,136356.9323,128167.0591,118439.5373,113587.4465,115532.0388,111536.4973,113595.3067,123840.8573,127595.9407,131152.9239,137852.1801,143623.8847,164529.5182,183648.9256,211339.366,223136.9841
"Freeport, IL",IL,,,,,,,,89778.15305,88533.18764,81522.44428,68953.52964,65380.22408,62795.01604,64285.67116,59696.1791,68765.72721,73193.87827,74382.29776,78996.34415,84280.6776,91099.59216,99719.1808,117458.0477,124711.282,131261.897
"Harrison, AR",AR,79275.58903,82757.85044,85665.28836,87975.86635,91066.75635,97430.32147,105167.4343,109802.7942,109042.5319,109871.7817,104489.4654,104519.7017,103313.1807,105213.9856,105265.8618,110392.551,117778.5573,120188.6761,125312.4898,129104.9841,135342.9053,150731.5335,177706.8268,190808.1179,206240.7972
"Rolla, MO",MO,,,,,,,,,,,,,,,,,,127355.978,130543.7504,133772.0659,138171.4036,152950.7253,175845.1324,189178.8054,194351.9625
"Coldwater, MI",MI,104227.1767,109959.2077,116115.0226,120773.3381,125809.8757,131328.4576,132845.2704,129992.3534,127512.4676,118707.7912,108535.7317,108075.8813,106830.7715,106364.0629,109707.7451,113014.7775,120343.9308,121863.4733,129039.0828,138879.9312,148636.3598,158202.7028,178564.3155,180071.9601,186757.2436
"Marion, NC",NC,,,,,,,,,,,,,,,,,136982.4499,142592.9988,150023.5545,161416.8535,176227.3192,197078.5872,225815.9624,240536.8386,253428.4248
"Huntingdon, PA",PA,,,,,,,,,,,97054.00406,96901.97658,95839.27522,97760.28221,103763.639,105821.5004,114379.2906,117628.9512,120403.1377,121215.4067,129441.0365,151522.2853,160520.6927,164516.4823,172091.6784
"Ellensburg, WA",WA,,,,,,,,,,256502.2281,233312.0336,217678.135,208632.1713,209528.4768,219161.7569,230118.4821,247925.4221,265897.211,293280.6195,327191.8386,343608.2745,396987.7902,474491.8578,502022.7476,499782.264
"Ponca City, OK",OK,49434.68189,50846.17491,53190.39826,55139.06347,56655.49697,,59931.60115,62498.61092,64482.18385,60449.94235,57744.13228,57167.68501,57150.32183,59018.2402,61907.31474,65569.70876,68411.2098,71314.23305,67573.11338,72414.69812,75360.80643,83801.16333,96895.56551,102886.6069,102289.7769
"Lawrenceburg, TN",TN,78394.41341,81272.66994,83209.1713,85669.48159,87900.45629,86540.40461,90041.06757,92553.74645,98341.62307,97025.93856,92412.43959,90755.68303,89135.85328,91864.52212,94572.66744,102549.2592,107809.0262,118674.3436,125410.1855,133273.0667,149816.9107,168761.6073,204688.7117,217182.3509,222556.3758
"McAlester, OK",OK,63327.23021,65610.6729,68672.92538,70972.61709,73343.06696,76401.74303,77660.07528,84163.71483,87748.76276,93359.40247,92003.84636,86026.09154,84086.89637,83555.88528,83837.06852,82456.85735,84025.34954,81925.21812,86050.9565,88489.56213,96440.63668,106924.4642,117547.7506,127227.2542,130984.5123
"Mount Pleasant, TX",TX,,,,,,,,,,,98396.31435,97214.21344,96139.52546,98656.10937,105215.3571,110863.2881,119220.3777,126855.0273,134617.5514,140967.952,150557.0247,170229.031,206394.595,212100.3506,216866.3796
"Willmar, MN",MN,,,,,,,169630.0932,171570.6524,167147.7867,159601.7303,149568.9253,142391.5281,142527.2966,146369.8293,151388.2412,153333.9956,160103.6733,161038.6447,165285.1936,173930.4157,185619.2958,203126.2716,230797.0769,242702.1309,251935.4988
"Rockingham, NC",NC,,,,,,63398.78855,72181.23539,77874.29744,79894.16959,78270.5295,74780.67111,72895.6782,71118.59444,71583.04742,72052.19605,69774.5637,73512.95283,78952.6681,80544.76521,84955.75187,89188.1145,95488.64397,112350.4025,123917.0614,126172.2011
"Muscatine, IA",IA,,,,,,,,,,105326.1205,103904.3213,103579.9428,103187.0846,111268.5268,116129.587,112568.4225,126349.7391,128113.1979,132854.6334,137530.6216,142588.305,153480.1118,168034.4802,179299.8856,181881.0621
"Lewisburg, PA",PA,,,,,,,,,,,,,152742.1054,154272.2037,156181.0028,160672.9727,164847.0694,171766.0734,176509.2716,179921.7297,190006.0233,207517.2387,222290.225,240184.9839,249457.4152
"Auburn, IN",IN,,,,,,,,,,112708.6767,108933.7156,107006.5838,105700.9977,109770.3152,108972.9647,115791.6129,122017.9978,128559.9045,134980.1985,143891.4541,152198.1254,167146.407,188011.4056,200795.199,214874.2746
"Duncan, OK",OK,55709.59818,57720.45301,60325.96844,62024.41899,64135.26478,66668.53952,70808.46566,75029.79696,81152.51317,79268.47312,75841.20875,74005.11952,75328.84375,75983.15567,80767.11902,84290.82948,84404.30747,78805.83363,81174.85174,83964.23283,85396.99711,89162.90023,107399.0035,116871.9731,124761.1487
"Sedalia, MO",MO,54542.37636,56416.34207,58719.74848,60836.22699,63186.19543,66954.01881,70384.7449,72122.57884,72272.79276,67498.1948,60808.15275,60355.64602,63696.97462,73242.81211,73787.44257,74502.40407,82403.8704,81207.05195,89620.92828,99181.14099,110147.991,123787.0355,139446.534,151110.6115,164867.8693
"Cedartown, GA",GA,59573.10386,63844.28104,67541.4888,70941.91272,73899.75883,,77018.99101,80489.16701,81432.41959,79122.92762,71558.71759,67464.74001,61362.25972,65197.42144,71229.32521,78982.74932,86657.54364,87907.71791,98545.03131,112376.5378,116673.4909,140830.221,169645.1596,196169.6902,205652.6109
"Henderson, NC",NC,71440.57107,75470.50548,79266.12028,81655.73279,84012.18844,,93658.2498,99208.37328,101256.1832,99854.38334,94432.06781,90862.36753,82249.7858,84082.17658,83519.7819,87786.0829,93176.23211,92690.01333,100570.4504,106881.8699,117654.7364,137349.3347,158890.7292,165128.2951,174459.886
"Aberdeen, SD",SD,,,,,,,,,,,122474.3075,124662.3542,125802.6954,137682.5876,139463.3194,137991.7408,138664.027,143241.888,148340.6033,152448.768,162152.6988,175111.4741,191784.3622,203390.0965,206837.7824
"Rock Springs, WY",WY,,,,,,,,,,,,,175656.5749,191981.4705,202954.3185,206845.7878,220300.4919,213571.5095,214348.0336,216204.3395,223310.4788,229842.7835,243368.8652,256397.7373,266130.5255
"Garden City, KS",KS,,,,,,,,,,,115605.3775,116411.3827,117276.4089,121360.9982,123472.957,128796.8238,137202.4045,140870.1757,144715.5494,150837.9216,161089.9293,176229.4515,196489.8498,212097.3205,215308.2364
"Stephenville, TX",TX,,,,,,,,,,,132951.3046,132163.4945,132412.6294,134557.1536,142860.4905,151963.3049,160616.3802,167889.4317,170876.2368,186200.7931,196895.0691,217107.7847,268515.0317,297846.5313,304663.6462
"Celina, OH",OH,,,,,,,,,,,121671.1021,121155.0497,120035.2455,131344.0738,141895.5008,151606.9751,145563.7772,141768.4503,147703.7664,159182.1735,166578.2058,188578.998,206335.6861,222019.7023,236799.2364
"Wilmington, OH",OH,,,,,94848.40569,94376.49722,99465.47443,101114.2586,100222.5134,98269.21595,94377.81765,91561.72648,89109.01999,92034.90967,97860.9991,104917.7363,114661.4697,124208.8671,131598.8711,139291.8275,147527.8469,170948.1674,192137.1454,203736.8844,215316.645
"Bucyrus, OH",OH,,,,,,,,,,,,,76067.72209,74658.70475,73026.89623,73195.04365,75496.92675,75806.39305,78578.84881,83909.57249,94366.00233,107157.7481,120028.5312,131196.6411,134672.6942
"Alma, MI",MI,,,,,,,,,,,,88702.22324,85115.0525,93326.16802,97847.35339,98042.32326,102142.0715,109216.1039,114987.5884,115114.8885,122861.5619,137978.8923,158916.5528,159264.0528,154394.2485
"El Campo, TX",TX,,,,,,,,,,,112044.0664,108991.6538,107553.8713,107622.5108,112941.4778,123102.34,136791.1412,144846.6808,146992.2657,155283.5583,171504.6628,182580.8324,197487.5489,204568.9065,197460.8193
"Mountain Home, AR",AR,90618.7749,94712.96335,97668.54753,100547.3652,104810.1864,110707.6205,124959.3334,140568.1445,142361.8944,141944.6366,136870.2282,134771.3135,134754.8518,127996.1933,129797.6006,133233.8346,137571.456,140418.5394,143747.9164,149151.4088,157625.4034,168031.2739,202138.3713,207840.4588,217310.3947
"Gainesville, TX",TX,,,,,,,,,,,122560.6065,120505.991,119897.8383,122412.2631,129186.9751,137503.0361,154086.616,159805.0992,179772.0466,194099.9763,207848.2362,230990.1556,273652.9954,290257.0893,290731.9769
"Tifton, GA",GA,97940.95449,103817.0409,107968.0817,112051.5443,115539.8066,122505.6338,127775.4954,133205.6879,134909.5695,130473.5423,120604.8581,114817.9043,108801.821,109827.8921,113200.9638,113309.1853,116922.8755,118672.4081,120836.0277,128246.4351,136169.869,147909.0716,164656.5599,175976.494,182588.7525
"Blytheville, AR",AR,42462.32763,43696.64616,45895.14148,47901.78913,49243.47594,51387.24088,54579.91737,56183.94377,56980.47365,57635.06826,57241.01449,55608.21354,53736.51416,62346.92539,59891.766,56282.45692,54459.29475,57913.22212,61685.61372,71900.9697,68747.01241,110054.0522,105876.2272,87978.55467,88655.69988
"McMinnville, TN",TN,80910.92398,82683.7267,85529.02466,87795.91725,87500.5051,89937.2943,92141.55975,96469.69569,99504.49966,98175.18491,93424.68897,92830.05819,91341.76323,92148.4662,93735.25967,96933.50134,103558.2321,112828.1545,120603.5788,130278.0067,150261.8179,165581.2874,205939.9337,214620.2401,233204.1496
"Astoria, OR",OR,,,,,180275.5706,204398.9764,248739.9494,279829.2935,285286.6845,266979.0296,241975.815,228536.1123,219357.357,218795.8307,227148.4983,233198.3357,260301.5682,281285.1554,304824.0668,325243.9405,346255.3158,392252.9909,473622.1232,512179.9621,516792.4602
"Bradford, PA",PA,,,,,,,,,,,78599.62226,77639.0253,76602.01399,81236.73497,82553.3045,84918.31246,88564.89093,89726.34784,90498.24991,87788.74633,89191.58506,99199.53579,105948.1848,104478.1385,106015.3563
"Espa-¦ola, NM",NM,,,,,,,,,,,,,192912.4718,197284.6779,186917.325,192368.1306,194060.6309,207097.2977,203959.3791,218313.5756,229181.6277,264545.4357,294350.0888,291234.9595,304881.5629
"McComb, MS",MS,,,,,,,,,,,91664.27773,90567.86876,87736.89892,87025.28094,83545.34207,84157.94588,85810.59589,87236.21568,90272.85824,94550.67909,95107.19177,98798.14911,109379.0502,103367.126,93839.99057
"Big Stone Gap, VA",VA,,,,,,,,,,,92150.99148,91386.30158,91128.49884,92221.52969,85520.27619,84420.71246,79984.87797,79412.69568,82893.77595,84749.12945,80239.80866,93640.60089,104944.2808,111383.688,115690.5447
"Marshalltown, IA",IA,,,,,,,,,,,91776.03829,90572.93116,88836.50788,88188.99584,89738.2097,84875.45587,91950.92584,94857.31753,99265.34944,110033.3717,117392.6739,124449.8535,138369.2226,146438.5228,150374.2461
"Big Rapids, MI",MI,,,,,,,,,107833.049,100503.29,91952.39101,90080.10613,87651.11057,91197.15983,98408.61819,103582.065,108514.2255,121103.6371,125663.6033,132762.4482,141310.1742,157627.635,181665.0318,189478.6172,193913.514
"Austin, MN",MN,69446.47994,75036.03321,81142.64625,86072.55834,92215.75602,98917.31146,103039.4858,102656.0106,98905.49999,94330.53544,87232.65358,84794.62711,82098.35661,89362.85307,91802.17719,90852.91982,96428.27687,101731.3238,108699.4236,118954.0312,125144.8253,141437.5132,161226.7077,170914.0251,179547.1334
"Selinsgrove, PA",PA,,,,,,,,,,,,228777.996,226596.4484,232417.6906,252060.6825,172021.2077,169941.9721,167999.0025,172574.1646,167779.9792,181847.5689,195174.8303,209873.7856,215776.5848,203638.3295
"West Plains, MO",MO,,,,,,,,,,,88413.41551,88160.81847,,95843.79973,96223.0523,97242.76839,104681.2504,111436.8123,110393.5679,114774.4112,121078.1501,138461.4843,165772.8503,183951.8344,192911.6266
"Okeechobee, FL",FL,75497.97208,81250.08337,88294.20329,95515.68311,105437.0458,116215.1368,146125.0072,153390.2046,137532.5842,112569.0133,97462.08685,90565.95923,86717.90387,87305.0201,90896.56481,98346.67638,111357.0404,120875.6622,134139.8684,151187.2886,163389.9086,179635.3267,219682.7716,252583.9866,270830.8513
"Houghton, MI",MI,89591.53489,94036.4082,102368.0996,106234.4927,106488.1951,111625.8412,113934.6219,114062.7712,113847.2437,108626.3339,108066.9967,98778.91342,105042.7869,107473.9055,109770.0955,107054.5756,109446.0642,110422.2693,120094.7808,121735.3396,121970.854,127143.1918,145130.6617,154466.66,156461.5901
"Moscow, ID",ID,,,,,,,,,,,239644.1054,220284.7119,215770.0996,229915.1781,229413.3153,231224.3767,242790.8123,242209.291,253302.3358,273657.8307,301238.1867,334993.4657,412654.3974,429449.7503,435051.7001
"Clewiston, FL",FL,50544.02655,54051.47663,59429.93298,65215.51547,72369.49149,87247.9096,109838.6461,116261.9411,104982.7433,85457.82591,74787.28829,69315.96658,64737.76158,68308.76363,77673.3143,84297.65456,97800.22395,111113.7115,124707.1899,138962.6204,150019.7632,171240.9853,209745.912,244215.6395,274477.4171
"Riverton, WY",WY,,,,,,,,,,,198660.9064,200464.4606,186675.3479,194833.309,191698.0003,197644.1283,203319.3097,200391.4622,194083.3164,197402.462,206702.1862,221814.1321,261660.1967,290829.49,303159.9639
"El Dorado, AR",AR,,,,,82217.66044,86986.3615,92652.65463,95930.1878,96949.45723,96376.26179,89424.06486,87744.77516,85646.05329,89511.81037,91749.74718,93691.25407,95572.98934,98192.62466,102335.8179,104222.7131,112289.7112,122092.8782,134933.7371,123053.5753,124507.3859
"Selma, AL",AL,47029.22593,48918.75371,51202.05198,52727.2488,54269.69799,56211.65159,60367.79072,67752.12567,69374.97348,71572.56542,69242.92254,66527.01854,60403.43112,61017.2854,71058.33114,75371.6369,79339.74688,75942.47025,75146.40194,71671.92638,73253.66885,77897.47087,81033.11271,79895.42721,73691.33504
"Pittsburg, KS",KS,,,,,,,,,,,74490.74481,73810.80068,73603.36492,72844.80766,73600.83476,73832.26923,75975.64779,76352.91787,72608.97561,75585.63063,78608.06907,89208.35003,99312.48151,110555.4964,115054.5198
"Hannibal, MO",MO,,,,,,,,,,,97658.06546,96574.46503,94204.98234,99355.8479,101761.8668,107070.2188,114966.6725,114688.0963,113763.6733,121359.4693,124056.6991,137197.6587,159024.4702,168162.8187,176235.813
"Warren, PA",PA,,,,,,,,,,,,,,,,,,90081.25037,82737.12212,87165.09102,96837.68826,107369.3387,118722.7492,126292.777,137336.3831
"Alexandria, MN",MN,,,,,182010.3107,198840.4804,199762.685,203144.9118,197304.795,188762.8618,175125.068,167713.0893,160962.7437,166401.8633,172947.1912,179377.323,194020.2893,202367.6963,211925.8375,221927.5635,233448.648,255828.8635,287176.5563,300418.1908,316492.2642
"Urbana, OH",OH,97922.85401,103488.1405,107685.7827,110955.2329,114769.4944,119246.3195,122343.7116,122166.0764,120580.1452,117962.9032,113717.9663,111514.3007,109150.3647,113306.8898,118410.6723,120467.0793,125045.3429,127967.6477,135693.2731,146350.5833,155672.4603,174498.4364,189377.7529,209943.9563,220049.6895
"Greenwood, MS",MS,,,,,,,,,,,,,,61822.78339,56526.35878,61881.81121,68467.63235,71969.78005,72222.11146,76388.45187,84665.39456,97590.43434,112145.4488,108809.8383,92084.48424
"Cambridge, OH",OH,82998.56325,87572.08584,92304.04548,95422.5429,99835.35251,103457.3285,86136.09581,86923.75253,86835.00232,86064.51344,83284.40671,81770.48799,82995.84547,88525.55336,91420.04486,99265.08024,109739.9003,107435.901,106108.5945,106114.108,117069.9427,133346.6486,150417.9555,152321.8166,159355.9748
"Williston, ND",ND,,,,,,,,,,,178194.3268,194940.2238,203283.4569,252430.4451,281841.206,311301.9476,318645.5977,276620.497,262475.2387,263836.4214,293740.6685,301546.2186,310047.1529,315273.9971,305211.4515
"Defiance, OH",OH,82840.90519,87014.60729,90306.03675,92328.86173,95010.33798,98880.4214,99515.08854,98133.26019,96105.5432,93721.1683,89531.32027,88106.88632,87743.4674,91831.59946,98025.94975,99617.65248,103082.3438,107841.3095,111489.2269,118309.4488,122743.2782,136924.0395,148308.9015,155449.4814,164282.6292
"Sikeston, MO",MO,,,,,,,,,,,,,,,,,,109326.3307,115140.5675,120910.9578,119848.5106,130104.838,138546.9784,141593.2006,137664.0154
"Safford, AZ",AZ,98197.61256,102374.0405,108014.2938,111704.3153,118035.3759,138511.4348,178130.2326,185234.3665,173445.8721,148092.3443,124995.0384,112126.9159,107801.2998,130591.0615,146801.7055,154481.5012,159425.1376,162811.2175,166173.385,175198.6512,196936.8669,217753.746,249703.6208,260612.451,265556.0077
"Jacksonville, IL",IL,,,,,,,103608.7748,105894.6668,104303.2847,99868.77224,94220.70876,90911.28754,90089.09081,87441.2595,91552.13582,95636.3674,97903.31635,98267.85085,98099.13052,94822.1435,102833.4629,103391.6003,104224.2909,104736.7428,112237.0864
"Ada, OK",OK,66119.76185,69367.42952,71938.50735,74268.43176,76650.53762,79815.85418,83720.74338,87841.78902,94329.86325,100733.2857,104692.0406,103724.8905,100557.6816,100162.7951,98490.1133,103029.5757,105288.7729,102840.0915,109598.4994,113535.2104,118787.0235,131223.5895,152920.1882,169254.2602,168262.4957
"Brownwood, TX",TX,,,,,,,,,,,112652.2042,111519.7723,111412.4012,109462.8122,109873.242,114404.0741,117517.3049,116548.8344,119583.6411,128115.0461,136643.9837,150402.7148,176650.0584,181061.5563,179454.1655
"Crawfordsville, IN",IN,,,,,,,,,,,98284.05823,96871.16705,96317.67521,96029.60923,96905.11364,103161.7433,108920.9466,113623.7132,119959.0456,126393.604,137303.8042,150768.7891,174779.7076,187616.8491,192945.9543
"Logansport, IN",IN,,,,,,,,,,,,,70194.52253,70083.65922,71220.41347,71543.52038,74652.60483,79716.76299,82324.40053,91388.81435,95720.99287,111490.7027,124062.8075,134094.2885,143056.0644
"Scottsbluff, NE",NE,,,,,,,,,,,107640.3566,103215.6389,104979.3927,105430.6616,106808.5119,111120.2037,115299.3543,116972.3598,121103.1509,123684.7996,129959.6337,138857.3588,151113.9247,163416.9522,172238.0215
"Natchitoches, LA",LA,,,,,,,,,,,,,,,,159026.1307,166047.9769,154300.9969,156333.6754,163733.5601,167830.4009,177156.8494,182071.8612,178476.9584,162813.6087
"Newberry, SC",SC,,,,,,,,,,,139636.949,136726.9738,135389.7675,135324.9331,130672.7129,134921.3578,143479.4775,146954.6303,148578.0429,149742.7771,169338.6777,198798.0057,224897.4985,226848.4082,222482.9239
"Lock Haven, PA",PA,,,,,,,,,,,123803.8458,116990.3636,115526.2133,115047.7041,120853.1692,120963.9614,125821.9965,128048.3613,131960.052,135782.4685,140288.2547,150807.6963,165407.5391,172532.1333,174548.9038
"Centralia, IL",IL,,,,,,,,,,,,,,,,,,76695.01461,77908.09407,71848.54639,74983.98627,83315.95153,90810.45387,96732.11551,100122.0673
"Easton, MD",MD,188042.4488,200619.601,220226.2992,237689.7669,283270.1425,327588.1925,386706.4426,,393843.5042,359781.223,332310.9674,315504.895,292694.509,284532.07,293978.0358,298378.4707,308174.502,311291.47,318974.5673,325814.7501,335643.8086,367039.0384,417932.9963,436203.7563,459249.0764
"Owatonna, MN",MN,,,,,,,,,,144979.6679,135022.5512,131907.2698,127769.5699,132200.8448,138618.3267,143390.0126,150081.466,160844.3545,169663.8851,179785.4013,189505.2289,209899.0858,242076.7308,252134.7702,264005.6904
"Mount Vernon, IL",IL,,,,,,,,,,,96912.31765,98899.14308,95697.58745,112103.6247,147274.0542,157445.9398,159919.6172,111063.8004,98703.69803,90760.88881,101328.4867,100678.3567,105326.426,112916.285,113475.0351
"Laramie, WY",WY,,,,,,,,,,,197847.1628,195257.7831,196038.2587,211796.6709,212307.1737,217938.6697,226273.7282,236525.493,237116.7383,243656.8883,259632.7109,280690.6863,316552.7124,342959.5827,347389.5807
"Murray, KY",KY,41368.45133,42835.97254,43870.32197,44982.66889,47038.45292,49360.02674,52181.61167,54345.90389,55903.73853,55955.69356,55623.55393,56043.63931,57503.07204,59919.14626,61697.28833,61465.49335,63081.90892,67687.14906,76712.11761,89190.62902,94908.94779,123409.6475,138791.3677,160618.3654,144347.3051
"Fremont, NE",NE,,,,,,,,,,97466.87883,96773.01717,95697.94112,95983.90873,96709.67558,101826.1667,108260.4137,114117.2361,120205.5805,133426.5596,147262.1634,151578.5892,166619.6354,189170.0542,205817.4625,216310.3567
"Bennington, VT",VT,118006.6482,125763.6358,135239.5437,145564.6437,161467.2507,185972.2567,208031.7795,219362.8199,222391.325,216724.257,211860.183,212887.7856,208551.2171,216072.2836,219153.597,222389.7693,222601.3492,222642.8739,235303.3791,240442.3231,247659.055,269342.7604,324079.0488,353143.2901,365196.283
"Sault Ste. Marie, MI",MI,,,,,,,,,,,107915.7735,105772.8063,105932.4965,111480.7505,115592.0631,113625.3074,110860.7289,100276.6285,95742.42174,113123.7136,123908.4932,137279.1436,149133.8566,157659.0816,157482.0419
"Campbellsville, KY",KY,,,,,,,,,,,87615.30874,87227.58543,85593.37473,86622.28451,90080.56871,93767.29441,97012.88614,104291.0035,108048.6529,110191.4322,112679.5095,126438.2162,149238.5446,164232.469,169381.8845
"Dyersburg, TN",TN,89076.32324,92086.97545,94151.17509,95488.85923,88359.79831,89459.45441,96634.30135,101384.3495,102159.7465,98896.29852,93586.65681,91415.69116,89327.526,90150.16003,91638.13498,93863.48974,100634.6454,103658.8479,103469.9261,112392.4918,120212.5753,125673.6026,142667.4299,144145.7505,152750.0115
"Escanaba, MI",MI,,,,,,,,,,,,,93613.48394,100550.7136,102802.676,97029.31833,103308.3179,100678.5372,106507.8473,107327.3075,114146.3757,126355.1892,139821.2342,147316.5328,155722.3075
"Mayfield, KY",KY,,,,,62526.00162,63497.30682,66041.63073,67419.02686,68119.33025,69040.40346,67909.34633,67876.63808,66857.64811,67588.7208,68424.35571,70611.08402,74705.1327,75612.66903,81165.00435,88528.11214,94278.84512,110708.3613,121106.9121,140421.8807,142102.0796
"Kill Devil Hills, NC",NC,,225843.673,239852.4494,258972.3477,278713.128,307744.6418,354396.8648,369793.3323,364254.5754,344006.2577,317572.3132,299751.9567,284935.6961,300442.8555,315206.5484,307430.775,319856.551,328407.1085,338666.3673,356603.726,361243.5628,402705.8814,508741.68,575765.3457,595029.1755
"Sulphur Springs, TX",TX,,,,,,,,,,,,,,,,,,159628.0154,166470.2578,168789.09,185335.0032,216056.8177,252375.1709,267617.4243,257920.6107
"Hutchinson, MN",MN,,,,,,138172.8145,147348.6426,147299.7075,143062.8604,134679.508,123478.9546,118737.5208,112892.5302,120321.1193,132862.4132,142601.3949,153289.9661,163249.5614,173630.6128,180166.1313,191589.1776,208855.5023,242333.3418,253129.4222,265547.5972
"Coshocton, OH",OH,,,,,,,,,,,80133.55184,78118.10778,76856.21205,81730.43219,83922.50919,86111.81455,91841.82968,95553.91582,96129.92412,102978.4165,111671.4666,126037.7041,139071.191,150506.9127,157392.0215
"Huntington, IN",IN,,,,,,,,,,,91110.51093,89400.17056,88078.11592,91257.06572,93246.85931,97300.06915,101983.625,106841.4953,110160.2793,117708.0973,124940.8741,137453.7279,154976.3751,167492.6424,179473.1863
"DeRidder, LA",LA,,,,,,,,,,,,,,133110.2834,152023.2722,155748.5575,169205.2732,169249.3415,161498.4491,168388.2837,194436.971,187365.9355,171339.5582,167488.48,154944.5881
"Vincennes, IN",IN,,,,,,,,,,,,,74924.61942,77022.30006,77637.02868,79540.3568,82634.78639,85247.7489,83507.21191,86777.34893,94697.22284,104542.066,117626.4635,125186.8181,134443.0539
"Bay City, TX",TX,,,,,,,,,,,126396.1,125427.7248,125976.4296,127230.1227,132615.1913,134965.5529,148143.8398,154926.9328,160830.1673,170537.3158,166884.5779,179501.5805,196735.7433,202279.1402,196571.4253
"North Platte, NE",NE,,,,,,,,116751.6979,118953.9802,119826.1927,117809.1409,110202.884,111548.591,115166.6946,118617.3724,120680.511,128203.7246,135279.9626,138826.6198,141703.1436,148185.9599,154584.137,168334.5946,183287.5058,188099.3379
"Peru, IN",IN,,,,,,,,,,,66062.0619,64677.50285,64003.56926,63955.22765,65546.85845,70271.07035,76508.19652,78525.10997,83275.59983,91120.51269,97202.30972,109561.5019,124735.857,129479.6237,134862.9339
"Pontiac, IL",IL,70829.02505,73434.24234,77230.1985,81414.19419,86234.88483,93286.36889,99950.86915,102682.6119,101402.3477,93714.79231,95958.15091,97903.37256,96248.25766,97595.00193,94686.29956,90275.43285,93338.18395,91704.83,92296.80589,95315.08573,104294.3036,109388.3699,119437.4249,127044.3931,135227.8486
"Lebanon, MO",MO,,,,,,,,,,,112580.7433,110485.7555,108205.1381,105286.9644,106948.4841,115485.9465,118517.4035,122775.8405,125419.7366,131738.478,141685.4867,157387.4696,181546.7142,199775.4956,209270.099
"Newport, TN",TN,66155.48138,70820.42834,72366.94735,73939.59759,76874.42482,81503.55231,89852.84151,97276.03473,100999.6848,102575.5219,99297.6461,97892.59336,96647.48175,104416.103,107475.2458,107499.7499,117410.324,124205.1871,134646.7109,134962.1896,156523.4144,167941.4262,200354.7887,199929.4124,211610.3961
"Decatur, IN",IN,,,,,,,,,,,112208.5888,110693.3219,109693.5231,108452.1006,109106.8788,113145.0151,116826.0336,123023.7694,129459.39,136503.4012,145734.1115,157347.7796,176153.2321,192360.5432,207552.1621
"Vidalia, GA",GA,72483.96028,76485.75472,78926.39084,81008.09564,84782.86602,95145.07912,94797.71713,100085.0881,102466.9809,98782.0045,92059.77388,85232.17516,80710.04017,83449.83011,85216.72174,86272.30338,92039.70204,92029.41295,102264.1004,105330.8199,113825.2412,124890.3365,146497.4759,146911.7668,159626.3346
"Brenham, TX",TX,,,,,,,,,,,181170.8325,180734.176,179993.6073,182075.6085,189298.3882,198297.4324,218432.7588,227051.0126,237457.079,247885.2234,264931.9279,287232.3168,336967.356,355086.5518,352035.771
"Vernal, UT",UT,,,,,,,,,,,176278.3039,171008.0734,167442.7101,191139.7812,204838.4896,210993.0179,214930.5625,183797.0813,174204.4146,185069.995,215551.0355,226803.9486,264060.8337,296594.2346,324490.0937
"Ottumwa, IA",IA,,,,,,,,,,,65777.95902,66235.60648,67411.32621,69888.11431,72971.79543,75207.85486,88021.39134,83722.69168,77698.48211,81590.58274,83650.87441,90433.81338,99111.31564,108946.9703,115858.4151
"Butte, MT",MT,,,,,,,,,,,,,99851.46444,103406.086,104550.8021,105056.6391,115256.6655,120447.1111,130254.4668,140369.2837,150316.7307,169482.7603,218121.3319,244273.512,259825.529
"Corinth, MS",MS,,,,,,,,,,,,,109788.4779,108301.1468,102185.2133,107245.6767,111238.254,119377.9576,119343.0901,121862.4098,126981.7398,133355.0516,161652.9655,154099.0106,150919.6512
"Brookhaven, MS",MS,,,,,,,,,,,,,,,103439.3047,109476.8069,121262.1982,132084.9331,144688.3143,141235.4517,151826.4932,163705.69,179197.3163,169220.6098,164282.2651
"Emporia, KS",KS,,,,,,,,,,,,86862.65581,86448.77448,84846.54961,87578.73518,90233.79213,91967.66511,95323.51519,97150.46596,103617.5376,112830.3791,126117.2621,141133.1846,149435.2497,154901.9697
